repo_id,label,group,group_name,target_block_count,residual_idx,mixed_mass,forced_mix_l1,forced_mix_l1_per_mixed_mass,observed_attn_share,count_attn_share
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,17,0.9130212762128047,0.07199458444142731,0.07885312896547111,0.5400365774625209,0.5509989178316211
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,18,0.9454718480356099,0.06383148503557945,0.06751283517134962,0.4662435824143252,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,19,0.7712075363208608,0.06357444298824651,0.08243493481863015,0.45878253259068497,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,20,0.9592876231706724,0.09287131293033196,0.09681279179165297,0.4653522039442452,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,21,0.9224324545300588,0.054982815139742736,0.059606332008075545,0.5237156579363399,0.5535188239403777
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,22,0.9697130862017714,0.034971966779207775,0.0360642413481167,0.4868914586921901,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,23,0.9274259824002904,0.1033573875612602,0.1114454301719678,0.546435697317093,0.5440024636784698
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,24,0.9492893874554372,0.11206320075060786,0.11804956658263334,0.5093161319123517,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,25,0.8685717047381449,0.07284622213886516,0.08386897908541319,0.4802592871093428,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,26,0.9454190741951873,0.08497601717225904,0.08988185185981898,0.4765342362022978,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,27,0.9254021667913208,0.07820347328051963,0.0845075536743957,0.5384401769228718,0.5447163392446744
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,28,0.9653510856404295,0.04271694492336691,0.0442501651044685,0.4837006194902548,0.5
Jonnester/LR-AttnRes-Full-32,Projected LR-AttnRes Full r=32,lr_attnres,Projected LR-AttnRes,8,29,0.9227161430337323,0.08476820976692968,0.09186813345242488,0.5212563483513694,0.5389303996854908
