repo_id,label,group,residual_idx,category,count,mass_mean,mass_std
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,26,embedding,1007616,0.014335973544152288,0.004680795163975558
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,26,partial,1007616,0.3966554318501697,0.05740368548699394
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,27,completed,1007616,0.528557098977934,0.10528316066908236
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,27,embedding,1007616,0.02076790648383823,0.010769187510669062
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,27,partial,1007616,0.45067499323589044,0.10922050155880213
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,28,completed,1007616,0.21213118283729243,0.05852319383047897
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,28,embedding,1007616,0.006842708430911709,0.003377498287620428
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,28,partial,1007616,0.7810261089627336,0.06042508585913008
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,29,completed,1007616,0.2274612294949167,0.10104645147753054
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,29,embedding,1007616,0.006649375435086043,0.004289114124508333
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,29,partial,1007616,0.7658893979661833,0.10398353799830334
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,30,completed,1007616,0.12327291083529712,0.03995173784246079
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,30,embedding,1007616,0.00436728728586823,0.002165310877483953
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,30,partial,1007616,0.8723598015986807,0.04113275865652685
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,31,completed,1007616,0.27575868925428004,0.08499397390239019
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,31,embedding,1007616,0.01776430106199369,0.010488343061794046
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,31,partial,1007616,0.7064770120915359,0.09218791091497361
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,32,completed,1007616,0.09312632152946984,0.033775340609490646
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,32,embedding,1007616,0.004940432581550828,0.002775433381156768
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,32,partial,1007616,0.9019332503884788,0.03545004545164159
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,33,completed,1007616,0.21214823267324184,0.06455932031800095
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,33,embedding,1007616,0.010807432310004545,0.0050873009403406295
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,33,partial,1007616,0.7770443340627159,0.06747002254083828
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,34,completed,1007616,0.10513091468956412,0.038886536996166544
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,34,embedding,1007616,0.0032980255631169654,0.001842948519974893
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,34,partial,1007616,0.8915710599441838,0.04002270687356129
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,35,completed,1007616,0.5360895511580677,0.11858180139230176
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,35,embedding,1007616,0.02095990811239898,0.009304354801852403
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,35,partial,1007616,0.4429505368073781,0.12461032495315967
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,36,completed,1007616,0.9939536626746015,0.0028709243547195154
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,36,embedding,1007616,0.006046339218330577,0.0028714434090972504
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,37,completed,1007616,0.5403851447551231,0.08028758476953043
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,37,embedding,1007616,0.007340426102462338,0.003173331637543497
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,37,partial,1007616,0.45227443226953834,0.08088261080381456
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,38,completed,1007616,0.8481418916849586,0.05077017768805811
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,38,embedding,1007616,0.009710437406187619,0.0034370479457071688
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,38,partial,1007616,0.14214767376339532,0.05179625684809822
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,39,completed,1007616,0.28678825982217865,0.08321698536091764
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,39,embedding,1007616,0.004142117601387748,0.002034720026747253
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,39,partial,1007616,0.7090696212722034,0.08400627639505497
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,40,completed,1007616,0.8230531230205442,0.04540056192430537
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,40,embedding,1007616,0.009961001529562764,0.0037930292106209424
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,40,partial,1007616,0.16698587279978808,0.04598968148314114
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,41,completed,1007616,0.27985327297109897,0.09709697612316874
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,41,embedding,1007616,0.013139535112654775,0.008760447163231664
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,41,partial,1007616,0.7070071973451754,0.10290576329591739
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,42,completed,1007616,0.6915166092112781,0.08021306141924078
Jonnester/LR-AttnRes-n4,n=4,standard_attnres,42,embedding,1007616,0.009338202212399584,0.0032179923181148568
